Dataset_sequence_ID,Suborders,Families,Species.name,Genus,Species,Forest,Savanna,Dessert,Urban,Cave,Wetlands,Habitat.source,Population.status,Conservation.status,Extinction.risk,Geopolotical.endemism,Biogeographic.breadth,Feeding groups,Trophic level,Feeding.group.source,Island.endemism,Current.range,Natural.range,Geographical.range.source,Body.mass,Body.mass.source,Generation.length,Generation.lenght.source,Mining & quarrying,Sacred activities,Tourism and caving activities,Guano extraction,Vandalism,Nest harvesting,Bushmeat hunting & medicine,Intensional killings/Misguided killings,Gating,Scientific research,Agriculture,Urbanisation,Deforestation,Pollution,Road Kills,Diseases and parasitism,"Invasive species, predation",Fire,Drought,Heatwaves,Extreme cold,Storm,Threat.source
Dataset_1_496,Yangochiroptera,Phyllostomidae,Platyrrhinus incarum,Platyrrhinus,incarum,1,1,0,0,0,1,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Stable,Least Concern,Non threatened,Non endemic,Neotropic,Omnivore,Omnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,1223,1223,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",13.5,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2064.27635,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_497,Yangochiroptera,Phyllostomidae,Platyrrhinus infuscus,Platyrrhinus,infuscus,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Least Concern,Non threatened,Non endemic,Neotropic,Omnivore,Omnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,209,209,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",50.2,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2064.27635,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_498,Yangochiroptera,Phyllostomidae,Platyrrhinus ismaeli,Platyrrhinus,ismaeli,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Decreasing,Data Deficient,Data Deficient,Non endemic,Neotropic,Omnivore,Omnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,29,29,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",37.1,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2064.27635,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_499,Yangochiroptera,Phyllostomidae,Platyrrhinus lineatus,Platyrrhinus,lineatus,1,1,0,0,1,1,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Stable,Least Concern,Non threatened,Non endemic,Neotropic,Omnivore,Omnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,769,769,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",24.4,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2064.27635,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_500,Yangochiroptera,Phyllostomidae,Platyrrhinus recifinus,Platyrrhinus,recifinus,1,1,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Least Concern,Non threatened,Endemic,Neotropic,Omnivore,Omnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,164,164,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",11,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2064.27635,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_501,Yangochiroptera,Vespertilionidae,Plecotus auritus ,Plecotus,auritus ,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Stable,Least Concern,Non threatened,Non endemic,Palearctic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,925,925,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",7.8,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",3693.8,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_502,Yangochiroptera,Vespertilionidae,Plecotus austriacus,Plecotus,austriacus,1,0,1,0,1,1,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Least Concern,Non threatened,Non endemic,Palearctic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,438,438,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",7.3,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2759.4,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_503,Yangochiroptera,Vespertilionidae,Plecotus christii ,Plecotus,christii ,0,0,1,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Data Deficient,Data Deficient,Non endemic,Palearctic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,29,30,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",7,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2759.4,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_504,Yangochiroptera,Vespertilionidae,Plecotus gaisleri,Plecotus,gaisleri,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Data Deficient,Data Deficient,Non endemic,Palearctic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,1,1,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",8,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2759.4,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_505,Yangochiroptera,Vespertilionidae,Plecotus kolombatovici,Plecotus,kolombatovici,0,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Decreasing,Least Concern,Non threatened,Non endemic,Palearctic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,205,205,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",7,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",1825,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_506,Yangochiroptera,Vespertilionidae,Plecotus macrobullaris,Plecotus,macrobullaris,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Decreasing,Least Concern,Non threatened,Non endemic,Palearctic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,199,199,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",8.5,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2759.4,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_507,Yangochiroptera,Vespertilionidae,Plecotus ognevi,Plecotus,ognevi,1,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Least Concern,Non threatened,Non endemic,Palearctic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,775,775,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",8.4,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2759.4,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_508,Yangochiroptera,Vespertilionidae,Plecotus sacrimontis,Plecotus,sacrimontis,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Stable,Least Concern,Non threatened,Non endemic,Palearctic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Islandic,61,61,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",9.3,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2759.4,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_509,Yangochiroptera,Vespertilionidae,Plecotus sardus,Plecotus,sardus,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Decreasing,Vulnerable,Threatened,Endemic,Palearctic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Islandic,6,6,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",9.8,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2759.4,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_510,Yangochiroptera,Vespertilionidae,Plecotus taivanus,Plecotus,taivanus,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Decreasing,Near Threatened,Non threatened,Endemic,Palearctic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Islandic,10,10,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",6.5,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2759.4,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_511,Yangochiroptera,Vespertilionidae,Plecotus teneriffae,Plecotus,teneriffae,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Decreasing,Vulnerable,Threatened,Endemic,Palearctic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Islandic,6,6,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",8,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2759.4,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_512,Yangochiroptera,Vespertilionidae,Plecotus turkmenicus,Plecotus,turkmenicus,0,0,1,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Least Concern,Non threatened,Non endemic,Palearctic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,438,438,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",7.3,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2759.4,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_513,Yangochiroptera,Molossidae,Promops nasutus,Promops,nasutus,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Unknown,Least Concern,Non threatened,Non endemic,Neotropic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,993,993,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",15.2,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",1427.913317,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_514,Yinpterochiroptera,Pteropodidae,Ptenochirus jagori,Ptenochirus,jagori,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Stable,Least Concern,Non threatened,Endemic,Indomalayan,Frugivore,Herbivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Islandic,80,80,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",77.3,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",1019.5643,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_515,Yinpterochiroptera,Pteropodidae,Ptenochirus minor,Ptenochirus,minor,1,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Stable,Least Concern,Non threatened,Endemic,Indomalayan,Frugivore,Herbivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Islandic,34,34,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",36.3,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",1019.5643,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
Dataset_1_516,Yangochiroptera,Mormoopidae,Pteronotus davyi,Pteronotus,davyi,1,0,0,0,1,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>,Stable,Least Concern,Non threatened,Non endemic,Neotropic,Insectivore,Carnivore,"Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species_level foraging attributes of the world's birds and mammals: Ecological Archives E095_178. Ecology, 95(7), 2027-2027.",Non-islandic,559,559,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",9.2,"Faurby, S., Davis, M., Pedersen, R. Ø., Schowanek, S. D., Antonelli, A., & Svenning, J. C. (2018). PHYLACINE 1.2: the phylogenetic atlas of mammal macroecology. Ecology, 99(11), 2626.",2070.531028,"Pacifici, M., Santini, L., Di Marco, M., Baisero, D., Francucci, L., Marasini, G. G., ... & Rondinini, C. (2013). Generation length for mammals. Nature Conservation, 5, 89.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IUCN Red List 2020-1 <https://www.iucnredlist.org/>
